id,amount,date,country,client_fio,account_number,status,transaction_status
62508,298343.76,2025-03-27 15:07:15,Замбия,Дьячкова Тимофей Тарасовна,407029658795477744,Низкий риск,высокий риск
62509,164797.07,2025-01-15 19:53:48,Саудовская Аравия,Копылова Антонина Анисимович,407025521633128502,Низкий риск,высокий риск
62510,47473.85,2025-05-18 06:27:34,Гвинея,Наумова Мариан Рубеновна,407027067985643745,Низкий риск,средний риск
62511,104531.98,2025-02-06 22:42:17,Панама,Громова Порфирий Матвеевна,407028855134468059,Серый список FATF (риск),высокий риск
62512,112136.13,2024-08-20 10:24:34,Зимбабве,Лихачева Адриан Евгеньевна,407023221026097082,Санкционная (высокий риск),высокий риск
62513,166026.43,2024-06-07 03:29:07,Болгария,Рыбакова Галактион Еремеевич,407028928450777605,Низкий риск,высокий риск
62514,118525.32,2024-06-06 08:13:11,Канада,Котов Кондрат Ерофеевич,407023795449503350,Низкий риск,высокий риск
62515,22085.31,2025-04-06 00:09:26,Бельгия,Громова Порфирий Матвеевна,407028855134468059,Низкий риск,средний риск
62516,76270.69,2025-02-07 16:18:26,Швейцария,Гордеев Парамон Николаевна,407027899171223437,Офшор (риск),высокий риск
62517,194085.73,2025-01-29 13:45:08,Замбия,Комиссаров Роман Артемовна,407024198289642178,Низкий риск,высокий риск
62518,169642.10,2025-05-26 01:26:34,Ботсвана,Абрамов Клавдия Григорьевич,407029651532310884,Низкий риск,высокий риск
62519,52131.26,2024-11-16 17:22:58,Алжир,Суханов Эраст Ефимовна,407026057625076240,Низкий риск,высокий риск
62520,286938.04,2024-12-20 17:00:54,Беларусь,Кононова Давыд Денисович,407029896933648536,СНГ (не подозрительная),высокий риск
62521,25202.79,2024-09-25 00:20:15,Италия,Кононов Гордей Еремеевич,407029454576526663,Низкий риск,средний риск
62522,297420.03,2024-09-03 23:36:55,Кения,Турова Вадим Данилович,407022490565821805,Низкий риск,высокий риск
62523,20112.81,2025-01-23 03:46:06,Чили,Красильникова Афиноген Алексеевич,407022004262198905,Низкий риск,средний риск
62524,201417.68,2025-03-01 21:37:30,Эфиопия,Федотов Автоном Борисович,407023319234962651,Низкий риск,высокий риск
62525,282564.87,2024-06-20 20:22:21,Новая Зеландия,Дорофеева Евгения Даниловна,407022943802337773,Низкий риск,высокий риск
62526,201409.99,2024-06-22 03:40:40,Панама,Суханов Эраст Ефимовна,407026057625076240,Серый список FATF (риск),высокий риск
62527,125088.65,2024-08-10 07:51:02,Латвия,Копылова Зосима Ефимович,407028622344292159,Низкий риск,высокий риск
62528,253914.36,2025-05-24 16:40:35,Габон,Сергеев Эрнест Константиновна,407020925983196428,Низкий риск,высокий риск
62529,11043.65,2024-08-10 16:39:26,Замбия,Фомин Агап Ильич,407024988896595239,Низкий риск,низкий риск
62530,176372.34,2025-02-07 17:39:29,Эфиопия,Сазонов Глафира Харитоновна,407028897435217629,Низкий риск,высокий риск
62531,262884.54,2025-05-19 22:37:48,Италия,Попов Глеб Валентиновна,407023333752568116,Низкий риск,высокий риск
62532,271169.26,2024-09-17 13:07:42,Грузия,Филиппов Антонина Анатольевна,407022163828264858,Низкий риск,высокий риск
62533,22132.54,2024-12-20 04:58:04,Индия,Щукина Феоктист Захаровна,407021872838525157,Низкий риск,средний риск
62534,58196.23,2024-10-20 07:56:22,Узбекистан,Бурова Андрон Филимонович,407029159343950331,СНГ (не подозрительная),высокий риск
62535,142813.67,2024-06-03 20:39:57,Уругвай,Данилов Харитон Анисимович,407021911450758375,Низкий риск,высокий риск
62536,217752.15,2025-02-05 05:53:03,Словения,Савина Флорентин Адрианович,407023424408906955,Низкий риск,высокий риск
62537,7763.57,2025-03-23 23:34:14,Молдова,Сергеев Эрнест Константиновна,407020925983196428,Низкий риск,низкий риск
62538,196644.71,2025-05-22 14:50:54,Чили,Лазарева Севастьян Арсенович,407029505838984306,Низкий риск,высокий риск
62539,94419.61,2024-09-10 11:14:43,Армения,Сазонов Глафира Харитоновна,407028897435217629,СНГ (не подозрительная),высокий риск
62540,112778.46,2024-07-06 01:13:47,Саудовская Аравия,Савина Флорентин Адрианович,407023424408906955,Низкий риск,высокий риск
62541,252883.83,2024-07-22 00:59:05,Южная Корея,Иванова Эраст Харитонович,407022667374044683,Низкий риск,высокий риск
62542,182066.35,2024-06-19 09:05:16,Кения,Воронцов Александра Марсович,407024975051720717,Низкий риск,высокий риск
62543,221190.23,2025-04-06 00:12:33,Боливия,Фролова Фома Феодосьевич,407025839175829766,Низкий риск,высокий риск
62544,179779.54,2025-05-14 00:22:41,Камерун,Калашникова Лаврентий Фокич,407029022446497446,Низкий риск,высокий риск
62545,86987.08,2024-12-29 06:21:42,Боливия,Кононова Давыд Денисович,407029896933648536,Низкий риск,высокий риск
62546,245675.97,2024-06-23 14:56:15,Швеция,Петухова Сидор Иларионович,407022152321842466,Низкий риск,высокий риск
62547,240208.68,2024-11-14 11:31:32,Ирак,Князева Иосиф Альбертовна,407029955085444245,Высокая коррупция (риск),высокий риск
