id,Amount,Date,Country,Client_FIO,Account_Number
3094,132995.11 RUB,2024-09-24 03:41:06,Румыния,Тарасов Станимир Антонович,407024070881143104
3095,118845.31 RUB,2025-02-19 03:19:04,Саудовская Аравия,Комиссаров Роман Артемовна,407024198289642178
3096,291867.37 RUB,2024-06-23 10:18:50,Панама,Наумова Мариан Рубеновна,407027067985643745
3097,161113.8 RUB,2024-10-23 16:00:59,Греция,Яковлев Панфил Тимофеевна,407023253184640696
3098,52167.08 RUB,2025-05-01 17:42:16,Ботсвана,Фомин Агап Ильич,407024988896595239
3099,213274.26 RUB,2024-11-26 04:24:19,Албания,Лихачев Виктория Архиповна,407025480493393751
3100,117184.9 RUB,2025-05-31 23:36:56,Шри-Ланка,Бурова Андрон Филимонович,407029159343950331
3101,140407.28 RUB,2024-09-28 02:36:02,Ирак,Князев Никодим Ниловна,407022241940342207
3102,5647.18 RUB,2025-01-14 17:33:12,Гондурас,Щербаков Бажен Федоровна,407027071950740306
3103,259000.4 RUB,2024-11-29 19:30:34,Албания,Лазарева Севастьян Арсенович,407029505838984306
3104,25839.53 RUB,2024-07-31 16:08:00,Швейцария,Терентьева Эмилия Олеговна,407023642338578419
3105,111435.88 RUB,2025-04-19 15:55:39,Иран,Кудрявцева Агата Степановна,407022693681622964
3106,130868.03 RUB,2024-06-27 00:05:11,Гватемала,Галкина Фотий Тимуровна,407020500619220023
3107,67073.78 RUB,2025-05-09 20:27:11,Катар,Прохорова Леонид Аскольдовна,407027117316682861
3108,107487.76 RUB,2025-03-27 08:10:15,Буркина-Фасо,Котов Кондрат Ерофеевич,407023795449503350
3109,275458.14 RUB,2025-01-19 14:58:22,Боливия,Тарасов Станимир Антонович,407024070881143104
3110,82932.99 RUB,2024-06-28 13:33:39,Кипр,Рогова Ипполит Богдановна,407024521165925159
3111,38276.45 RUB,2025-02-26 11:05:12,Испания,Ефремов Авксентий Ефстафьевич,407020969495136460
3112,170839.7 RUB,2024-09-23 13:45:56,Марокко,Семенов Боян Станиславовна,407024771193433353
3113,138095.45 RUB,2025-02-16 17:25:20,Афганистан,Носов Владлен Юрьевна,407027024671771862
3114,76338.67 RUB,2025-04-11 22:53:24,Литва,Сазонов Глафира Харитоновна,407028897435217629
3115,178038.12 RUB,2024-10-20 09:56:00,Ангола,Лазарева Севастьян Арсенович,407029505838984306
3116,288425.59 RUB,2024-06-18 13:47:46,Сенегал,Лазарева Севастьян Арсенович,407029505838984306
3117,96217.68 RUB,2025-05-19 15:52:11,Уругвай,Ефремов Авксентий Ефстафьевич,407020969495136460
3118,218147.18 RUB,2024-12-15 16:47:59,Йемен,Тарасов Станимир Антонович,407024070881143104
3119,52041.27 RUB,2024-08-28 10:59:31,Гана,Фомин Агап Ильич,407024988896595239
3120,228291.85 RUB,2025-05-11 02:56:25,Гаити,Фролов Андрон Ярославович,407024762708899642
3121,285984.55 RUB,2024-08-03 12:17:51,Сомали,Галкин Лора Викторовна,407024645732982407
3122,158280.66 RUB,2024-11-07 04:02:07,Марокко,Бирюкова Синклитикия Афанасьевна,407029114357208580
3123,183046.66 RUB,2025-02-14 09:51:06,Италия,Савина Флорентин Адрианович,407023424408906955
3124,66360.8 RUB,2025-04-09 17:24:53,США,Мельникова Иларион Владленович,407023390744506589
3125,184701.2 RUB,2024-08-28 14:49:09,Мьянма,Панфилов Вениамин Станиславовна,407023424917518868
3126,297717.23 RUB,2025-03-01 12:41:08,Румыния,Прохорова Леонид Аскольдовна,407027117316682861
3127,187356.43 RUB,2024-11-30 12:29:29,Австралия,Суханов Эраст Ефимовна,407026057625076240
3128,173468.1 RUB,2024-08-24 09:39:57,Танзания,Мамонтов Казимир Димитриевич,407022463806952389
3129,202540.13 RUB,2025-04-30 23:26:09,Малайзия,Кононова Давыд Денисович,407029896933648536
3130,128016.64 RUB,2025-06-01 17:41:58,Австрия,Котов Кондрат Ерофеевич,407023795449503350
3131,87952.73 RUB,2024-06-04 15:49:17,Сирия,Наумова Мариан Рубеновна,407027067985643745
3132,48445.43 RUB,2024-07-16 08:21:29,Колумбия,Суханов Эраст Ефимовна,407026057625076240
3133,189841.22 RUB,2024-12-14 08:10:59,Уругвай,Журавлев Таисия Анатольевна,407027032200835920
3134,110383.02 RUB,2025-02-04 01:15:34,Таджикистан,Лихачев Виктория Архиповна,407025480493393751
3135,174350.94 RUB,2025-05-06 05:01:41,Монако,Яковлева Евфросиния Аверьянович,407022165925789005
3136,168895.16 RUB,2024-11-30 06:09:20,Турция,Устинов Анастасия Львовна,407020067821431385
3137,68114.16 RUB,2024-10-17 21:01:12,Катар,Михеев Григорий Тимуровна,407029104046089535
3138,42170.49 RUB,2025-05-23 17:24:52,Сербия,Мельникова Иларион Владленович,407023390744506589
3139,75609.62 RUB,2025-05-15 03:52:04,Кувейт,Данилов Харитон Анисимович,407021911450758375
3140,25447.78 RUB,2024-07-02 09:01:37,Саудовская Аравия,Сергеев Эрнест Константиновна,407020925983196428
3141,13879.94 RUB,2024-07-19 01:52:53,Бразилия,Морозов Никандр Жоресович,407024412293052799
3142,13335.73 RUB,2025-02-06 02:08:50,Таджикистан,Сергеев Эрнест Константиновна,407020925983196428
3143,74970.35 RUB,2024-08-07 16:47:47,Гватемала,Копылова Зосима Ефимович,407028622344292159
3144,91490.22 RUB,2024-06-20 11:35:22,Уганда,Калинина Феофан Еремеевич,407029784052617125
3145,299444.25 RUB,2024-10-18 16:49:26,Исландия,Тарасов Станимир Антонович,407024070881143104
3146,214660.91 RUB,2024-07-31 15:39:24,Польша,Молчанова Орест Афанасьевич,407027011438863131
3147,170067.08 RUB,2025-02-26 01:24:49,Уругвай,Лыткин Елисей Александровна,407029663363923667
3148,258119.16 RUB,2024-09-09 22:14:33,Мьянма,Кондратьев Иосиф Харламович,407025897414452387
3149,221599.88 RUB,2024-11-07 00:13:52,Камерун,Власов Прокофий Демьянович,407020440552063870
3150,216700.72 RUB,2025-05-16 08:01:32,Монголия,Громова Порфирий Матвеевна,407028855134468059
3151,3584.63 RUB,2024-10-16 23:25:36,Кипр,Иванова Эраст Харитонович,407022667374044683
3152,100841.0 RUB,2025-03-16 00:03:16,Камерун,Котов Прокофий Борисовна,407027375099712618
3153,198810.59 RUB,2025-01-19 06:13:41,Нигерия,Гордеев Парамон Николаевна,407027899171223437
3154,225039.32 RUB,2024-12-15 11:19:35,Малайзия,Никитин Остап Эдуардовна,407025210832475327
3155,269329.32 RUB,2025-04-13 01:01:26,Черногория,Лихачев Виктория Архиповна,407025480493393751
3156,286593.61 RUB,2024-09-12 15:19:03,Норвегия,Воробьева Модест Викторовна,407023234711946109
3157,230569.68 RUB,2025-01-01 18:34:55,Люксембург,Галкин Лора Викторовна,407024645732982407
3158,271075.44 RUB,2024-09-12 19:04:06,Ангола,Дьячкова Тимофей Тарасовна,407029658795477744
3159,257461.88 RUB,2024-07-10 22:03:04,Гаити,Кононов Гордей Еремеевич,407029454576526663
3160,240193.36 RUB,2025-03-15 01:38:13,Бельгия,Копылова Зосима Ефимович,407028622344292159
3161,4474.89 RUB,2024-11-28 11:15:01,США,Турова Вадим Данилович,407022490565821805
3162,232371.69 RUB,2024-10-07 16:59:09,Нигерия,Щербаков Бажен Федоровна,407027071950740306
3163,94245.47 RUB,2024-12-30 18:31:12,Хорватия,Панфилов Вениамин Станиславовна,407023424917518868
3164,189576.01 RUB,2025-03-31 23:28:08,Мали,Власов Прокофий Демьянович,407020440552063870
3165,254504.44 RUB,2025-03-12 21:26:30,Польша,Громова Порфирий Матвеевна,407028855134468059
3166,259931.15 RUB,2025-02-21 19:08:13,Сербия,Галкин Лора Викторовна,407024645732982407
3167,133623.03 RUB,2024-10-09 03:52:16,Кувейт,Морозов Никандр Жоресович,407024412293052799
3168,138256.08 RUB,2024-08-12 18:55:24,Джибути,Суворова Антип Венедиктович,407027258610623307
3169,17325.92 RUB,2024-06-07 03:12:49,Ливия,Тарасова Ярополк Робертовна,407020768179032620
3170,127399.63 RUB,2024-10-19 08:56:11,Руанда,Панфилов Вениамин Станиславовна,407023424917518868
3171,219263.3 RUB,2024-07-12 01:43:24,Швейцария,Морозов Никандр Жоресович,407024412293052799
3172,10638.94 RUB,2025-01-18 14:30:30,Марокко,Носов Владлен Юрьевна,407027024671771862
3173,201995.7 RUB,2025-05-22 05:57:33,Габон,Мельникова Иларион Владленович,407023390744506589
3174,118094.68 RUB,2025-04-14 07:36:18,Оман,Дьячкова Тимофей Тарасовна,407029658795477744
3175,170579.23 RUB,2024-12-05 21:34:58,Иран,Семенов Боян Станиславовна,407024771193433353
3176,73154.6 RUB,2024-10-21 19:08:19,Нигерия,Кондратьев Иосиф Харламович,407025897414452387
3177,214194.85 RUB,2024-10-30 12:28:37,Ангола,Журавлева Бажен Тимуровна,407021312206113808
3178,209737.85 RUB,2024-06-06 02:31:28,Боливия,Суворова Эрнест Гордеевич,407029127800641724
3179,269316.92 RUB,2024-06-08 03:20:16,ОАЭ,Бурова Андрон Филимонович,407029159343950331
3180,212726.62 RUB,2024-10-14 00:00:49,Саудовская Аравия,Власов Прокофий Демьянович,407020440552063870
3181,212106.26 RUB,2024-12-27 12:23:47,Иран,Потапова Захар Львовна,407029928036946620
3182,93087.47 RUB,2024-06-23 07:34:47,Гана,Суворова Эрнест Гордеевич,407029127800641724
3183,52346.88 RUB,2025-05-04 11:15:43,Япония,Турова Вадим Данилович,407022490565821805
3184,135526.14 RUB,2024-11-28 10:08:35,Колумбия,Гришин Куприян Трофимович,407020929029803383
3185,186675.76 RUB,2025-01-07 11:52:55,Германия,Федотов Автоном Борисович,407023319234962651
3186,59500.79 RUB,2025-02-08 06:31:14,Монголия,Рогова Ипполит Богдановна,407024521165925159
3187,19458.66 RUB,2025-01-25 22:18:51,Нигерия,Красильникова Афиноген Алексеевич,407022004262198905
3188,102970.07 RUB,2025-04-07 22:11:30,Катар,Мишин Кир Витальевич,407022433722473948
3189,93661.83 RUB,2024-07-21 19:04:41,Литва,Галкина Савва Ануфриевич,407026082438768926
3190,27877.53 RUB,2024-12-04 18:40:27,Судан,Галкина Фотий Тимуровна,407020500619220023
3191,201167.51 RUB,2025-05-05 04:27:02,Габон,Дьячкова Тимофей Тарасовна,407029658795477744
3192,194956.1 RUB,2025-05-13 12:37:36,Дания,Тарасова Ярополк Робертовна,407020768179032620
